partner_name,category,region,post_count,total_reposts,total_comments,total_attitudes,total_comment_likes,avg_reposts,avg_comments,avg_attitudes,engagement_rate,top_posts,date_range_start,date_range_end
奥斯汀玫瑰,Artist,CN,2,491,328,5909,0,245.5,164.0,2954.5,3364.0,"[""4915499216142487|和平精英的微博视频(5,417 likes)"", ""4915491661157159|微博抽奖公示(492 likes)""]",2023-06-22T10:00:00+00:00,2023-06-22T10:30:00+00:00
华发冰雪热雪奇迹,Brand,CN,4,1446,1758,5893,0,361.5,439.5,1473.25,2274.25,"[""5248061800193374|#深圳华发冰雪乐园#(2,029 likes)"", ""5244071758005629|#和平精英雪战到底#(2,022 likes)"", ""5248065575328140|和平精英的微博视频(1,023 likes)""]",2025-12-08T03:00:00+00:00,2025-12-26T03:30:00+00:00
FILA,Brand,CN,5,507,2652,5537,0,101.4,530.4,1107.4,1739.2,"[""4771254710832993|#FILA和平精英# 空投行动持续进行中，快和鸡仔一起@FILA 加入时尚空投狂欢派对，成为#FIL(3,039 likes)"", ""4769404073803928|#我的和平故事#(748 likes)"", ""4767694677345235|#我的和平故事#(656 likes)""]",2022-05-09T04:00:06+00:00,2022-05-20T09:33:51+00:00
花花,Artist,CN,1,2047,2609,5135,0,2047.0,2609.0,5135.0,9791.0,"[""5215080733476067|抽奖详情(5,135 likes)""]",2025-09-26T03:00:00+00:00,2025-09-26T03:00:00+00:00
qdc,Brand,CN,1,2163,1704,4706,0,2163.0,1704.0,4706.0,8573.0,"[""5174504613218946|微博抽奖公示(4,706 likes)""]",2025-06-06T03:45:00+00:00,2025-06-06T03:45:00+00:00
淘宝闪购,Brand,CN,1,140,524,4677,0,140.0,524.0,4677.0,5341.0,"[""5197731410216904|#刺激之夜#(4,677 likes)""]",2025-08-09T06:00:00+00:00,2025-08-09T06:00:00+00:00
张大大,Artist,CN,2,532,359,4458,0,266.0,179.5,2229.0,2674.5,"[""4949163533668472|和平精英的微博视频(2,357 likes)"", ""4949148433384678|#张大大送星星#(2,101 likes)""]",2023-09-23T07:00:00+00:00,2023-09-23T08:00:00+00:00
一条小团团OvO,Artist,CN,3,145,1466,4407,0,48.33,488.67,1469.0,2006.0,"[""4772695928213121|5月27日0点重新开张(3,272 likes)"", ""4811848744439969|#和平精英#(675 likes)"", ""4812482922945414|#和平精英#(460 likes)""]",2022-05-24T09:00:44+00:00,2022-09-11T04:00:03+00:00
饥饿游戏：鸣鸟与蛇之歌,Movie,CN,1,197,727,4148,0,197.0,727.0,4148.0,5072.0,"[""4969011821414408|和平精英的微博视频(4,148 likes)""]",2023-11-17T02:30:01+00:00,2023-11-17T02:30:01+00:00
五菱汽车,Brand,CN,1,260,618,4065,0,260.0,618.0,4065.0,4943.0,"[""5158560833208653|和平精英的微博视频(4,065 likes)""]",2025-04-23T03:50:06+00:00,2025-04-23T03:50:06+00:00
一加,Brand,CN,4,1211,1844,3934,0,302.75,461.0,983.5,1747.25,"[""5237624278092400|#一加Ace6T#(1,589 likes)"", ""4949118239375876|抽奖详情(1,134 likes)"", ""4805231512128600|听说@和平精英王小歪 和@JTeamRGG 成为了本次的「Ace最稳王牌」，恭喜恭喜！参与了竞猜活动(812 likes)""]",2022-08-15T11:20:02+00:00,2025-11-27T08:00:01+00:00
一加手机,Brand,CN,4,4176,2488,3870,0,1044.0,622.0,967.5,2633.5,"[""4769770128017973|「稳住名场面」票选活动上线！快来欣赏选手们的最稳名场面，评出你心目中的PEL「最稳王牌」！ 关注+带(1,714 likes)"", ""4795497070461918|抽奖详情(1,121 likes)"", ""4852028490915854|抽奖详情(541 likes)""]",2022-04-21T09:33:57+00:00,2022-12-29T07:00:00+00:00
Transformers,Movie,CN,11,1791,1332,3787,0,162.82,121.09,344.27,628.18,"[""4984254763634533|和平精英的微博视频(654 likes)"", ""4983288400445663|和平精英的微博视频(499 likes)"", ""4811380660373941|#和平精英#讨论中(403 likes)""]",2022-09-08T03:00:03+00:00,2025-08-06T10:12:05+00:00
淘宝,Brand,CN,3,1059,1116,3690,0,353.0,372.0,1230.0,1955.0,"[""5228141792200985|#来淘宝吃鸡# 特种兵！你的好宝来咯！《和平精英》×淘宝4个月月赛狂欢启动，淘宝空投已就位！🎉 11(2,386 likes)"", ""5247363448573923|#大学生无限派对#(1,297 likes)"", ""5261496578998890|#和平精英全民赛场#(7 likes)""]",2025-11-01T04:00:00+00:00,2026-02-01T05:00:00+00:00
洛阳古墓博物馆,Other,CN,4,995,1020,3506,0,248.75,255.0,876.5,1380.25,"[""5253252254798778|和平精英的微博视频(1,388 likes)"", ""5253326612469252|#和平精英古墓迷途#(1,052 likes)"", ""5253524230767489|#和平精英古墓迷途#(1,035 likes)""]",2026-01-09T11:00:01+00:00,2026-01-26T02:00:01+00:00
"古子成, 解鑫豪, 许栋铭, 小樱吴芊盈",Artist,CN,2,756,672,3396,0,378.0,336.0,1698.0,2412.0,"[""5263655803029822|#想去你的2026#(2,603 likes)"", ""5265543239043689|#想去你的2026#(793 likes)""]",2026-02-07T04:00:00+00:00,2026-02-12T09:00:00+00:00
YSL圣罗兰美妆,Brand,CN,2,705,1867,3302,0,352.5,933.5,1651.0,2937.0,"[""4794013939663019|微博抽奖公示(1,701 likes)"", ""4796636007499940|和平精英的微博视频(1,601 likes)""]",2022-07-22T04:50:53+00:00,2022-07-29T10:30:04+00:00
国际汽联电动方程式锦标赛,Brand,CN,1,206,610,3195,0,206.0,610.0,3195.0,4011.0,"[""4969087341955698|抽奖详情(3,195 likes)""]",2023-11-17T07:30:06+00:00,2023-11-17T07:30:06+00:00
独行月球,Movie,CN,5,1284,1634,3047,0,256.8,326.8,609.4,1193.0,"[""4796529078704769|和平精英的微博视频(1,303 likes)"", ""4802336067950891|和平精英的微博视频(616 likes)"", ""4796175040909959|抽奖详情(532 likes)""]",2022-07-26T03:55:29+00:00,2022-08-14T04:00:04+00:00
Crocs,Brand,CN,1,461,538,3040,0,461.0,538.0,3040.0,4039.0,"[""5239058730319990|和平精英的微博视频(3,040 likes)""]",2025-12-01T07:00:00+00:00,2025-12-01T07:00:00+00:00
空山基,IP,CN,2,539,579,2996,0,269.5,289.5,1498.0,2057.0,"[""5231403282728787|#和平集市空山基夺宝#(1,547 likes)"", ""5231765670858312|#和平集市空山基夺宝#(1,449 likes)""]",2025-11-10T04:00:00+00:00,2025-11-11T04:00:00+00:00
刘畊宏,Artist,CN,3,528,1360,2925,0,176.0,453.33,975.0,1604.33,"[""4763740550992801|和平精英的微博视频(1,989 likes)"", ""4763173276357240|【超话】和平精英(547 likes)"", ""4763281036412514|#和平精英送毽子操动作#(389 likes)""]",2022-04-28T02:21:07+00:00,2022-04-29T15:55:16+00:00
RIO强爽,Brand,CN,2,684,1060,2922,0,342.0,530.0,1461.0,2333.0,"[""5192598935311382|#RIO强爽#(1,596 likes)"", ""5194054696700343|你们的强爽带着门票来了！【关注】@RIO强爽官方微博 ，超多门票抽不停！(1,326 likes)""]",2025-07-26T02:05:23+00:00,2025-07-30T02:30:03+00:00
深圳欢乐谷,Brand,CN,1,304,375,2876,0,304.0,375.0,2876.0,3555.0,"[""5249220686381331|#和平精英暮色玫影#(2,876 likes)""]",2025-12-29T08:00:00+00:00,2025-12-29T08:00:00+00:00
1点点奶茶,Brand,CN,1,113,491,2870,0,113.0,491.0,2870.0,3474.0,"[""4968302143341794|#Peace1点点#(2,870 likes)""]",2023-11-15T03:30:00+00:00,2023-11-15T03:30:00+00:00
敦煌国际美术馆,Other,CN,1,2803,2835,2842,0,2803.0,2835.0,2842.0,8480.0,"[""5260018467472889|黄旭BooM的微博视频(2,842 likes)""]",2026-01-28T03:06:32+00:00,2026-01-28T03:06:32+00:00
京东,Brand,CN,4,359,672,2784,0,89.75,168.0,696.0,953.75,"[""4796551781943552|#京东二楼特物Z#(1,496 likes)"", ""4795820437932636|#727空投雨#(577 likes)"", ""4795835706248836|和平精英的微博视频(373 likes)""]",2022-07-27T04:29:17+00:00,2025-06-27T11:30:01+00:00
康姆士COMZ,Artist,CN,4,798,660,2720,0,199.5,165.0,680.0,1044.5,"[""4795804998439542|#和平空投节大片#(1,182 likes)"", ""4800509024141498|康姆士乐团(1,041 likes)"", ""4803073279265660|不要怂了，来一起追！只要向前，一切终将会遇见！  8月21日，和空投节惊喜传递官 @康姆士COMZ (410 likes)""]",2022-07-27T03:27:56+00:00,2022-08-25T11:01:00+00:00
大熊猫,IP,CN,4,670,1420,2697,0,167.5,355.0,674.25,1196.75,"[""4936117575751067|抽奖详情(1,666 likes)"", ""4935422994290336|#在和平精英给大熊猫打工#(349 likes)"", ""4935875273952433|和平精英的微博视频(347 likes)""]",2023-08-16T10:00:00+00:00,2023-08-18T08:00:01+00:00
三星,Brand,CN,1,1008,1344,2656,0,1008.0,1344.0,2656.0,5008.0,"[""4948725653310300|和平精英的微博视频(2,656 likes)""]",2023-09-22T03:00:01+00:00,2023-09-22T03:00:01+00:00
赵品霖,Artist,CN,1,448,384,2611,0,448.0,384.0,2611.0,3443.0,"[""4928442254232503|空投节助力特种兵@赵品霖LLLLL × 和平精英全新单曲《永不止境》已上线QQ音乐>>网页链接  听(2,611 likes)""]",2023-07-28T03:41:02+00:00,2023-07-28T03:41:02+00:00
ROG游戏手机,Brand,CN,2,4876,2627,2519,0,2438.0,1313.5,1259.5,5011.0,"[""4890366106666802|微博抽奖公示(1,462 likes)"", ""4814287305181918|微博抽奖公示(1,057 likes)""]",2022-09-16T03:30:01+00:00,2023-04-14T02:00:01+00:00
熊出没,Anime,CN,2,54,348,2426,0,27.0,174.0,1213.0,1414.0,"[""5190166566142450|熊出没的微博视频(1,370 likes)"", ""5127052153852211|熊出没的微博视频(1,056 likes)""]",2025-01-26T05:05:52+00:00,2025-07-19T09:00:01+00:00
联合国妇女署,Other,CN,4,411,602,2296,0,102.75,150.5,574.0,827.25,"[""4766209163923997|【超话】和平精英(878 likes)"", ""4766536126431606|和平精英的微博视频(795 likes)"", ""4766191296448661|5月7日下午4点，锁定联合国妇女署《看见游戏世界里的她》微博直播活动 ，来听和平精英数字代言人吉莉与(529 likes)""]",2022-05-04T08:13:16+00:00,2022-05-07T09:03:52+00:00
创维剃须刀,Brand,CN,1,819,402,2283,0,819.0,402.0,2283.0,3504.0,"[""5260077222855452|抽奖详情(2,283 likes)""]",2026-01-28T07:00:00+00:00,2026-01-28T07:00:00+00:00
未知,Other,CN,1,363,640,2218,0,363.0,640.0,2218.0,3221.0,"[""5193080765942689|这是谁来和平精英了？肉身重塑了解一下！高大威猛，兼备俊美秀气、阳刚硬朗，不失活泼可爱，这版肯定是最出(2,218 likes)""]",2025-07-27T10:00:00+00:00,2025-07-27T10:00:00+00:00
开心麻花,Other,CN,4,437,533,2154,0,109.25,133.25,538.5,781.0,"[""4858921410633050|#和平精英首部开心麻花喜剧#(610 likes)"", ""4860318121730296|和平精英的微博视频(590 likes)"", ""4858913864818212|#和平精英首部开心麻花喜剧#(504 likes)""]",2023-01-17T07:00:02+00:00,2023-01-21T04:00:03+00:00
"华晨宇, 杨紫, PSY, 布瑞吉, 李昀锐, 夏梦",Artist,CN,1,218,239,2151,0,218.0,239.0,2151.0,2608.0,"[""4951688924105900|和平精英的微博视频(2,151 likes)""]",2023-09-30T07:15:00+00:00,2023-09-30T07:15:00+00:00
技能五子棋,Game,CN,2,1295,572,2104,0,647.5,286.0,1052.0,1985.5,"[""5226405467785571|和平精英的微博视频(1,676 likes)"", ""5226342534876866|和平精英的微博视频(428 likes)""]",2025-10-27T04:50:24+00:00,2025-10-27T09:00:28+00:00
环太平洋,Movie,CN,4,686,519,1981,0,171.5,129.75,495.25,796.5,"[""4844463643961434|抽奖详情(730 likes)"", ""4844471188986907|和平精英的微博视频(709 likes)"", ""4844765647208782|#环太平洋#(337 likes)""]",2022-12-08T10:00:00+00:00,2023-10-24T11:00:01+00:00
"B站, 斗鱼, 虎牙, 快手",Other,CN,2,223,159,1857,0,111.5,79.5,928.5,1119.5,"[""4796612573922674|来啦来啦，特种兵们看过来！ 《和平精英》与B站、斗鱼、虎牙、快手四大直播&内容平台联手，将于7月29(1,529 likes)"", ""4931368779515183|#和平精英#(328 likes)""]",2022-07-29T08:56:57+00:00,2023-08-05T05:30:00+00:00
陆柯燃,Artist,CN,1,355,166,1824,0,355.0,166.0,1824.0,2345.0,"[""4803856145847650|#陆柯燃NV次元壁破了# #陪NV战斗一夏#8月18日18:00锁定上海NV腾讯视频战队线上主场，与(1,824 likes)""]",2022-08-18T08:40:19+00:00,2022-08-18T08:40:19+00:00
欧莱雅美发,Brand,CN,1,113,483,1773,0,113.0,483.0,1773.0,2369.0,"[""4771574542764480|#和平精英超话#(1,773 likes)""]",2022-05-21T06:44:45+00:00,2022-05-21T06:44:45+00:00
微博游戏动漫展,Other,CN,1,304,312,1730,0,304.0,312.0,1730.0,2346.0,"[""5238620840529672|#二次元快乐日#(1,730 likes)""]",2025-11-30T02:00:00+00:00,2025-11-30T02:00:00+00:00
刘也,Artist,CN,1,967,313,1703,0,967.0,313.0,1703.0,2983.0,"[""4967252730577027|和平精英的微博视频(1,703 likes)""]",2023-11-12T06:00:00+00:00,2023-11-12T06:00:00+00:00
航空航天领域,Other,CN,1,1313,1443,1697,0,1313.0,1443.0,1697.0,4453.0,"[""4785081963253439|和平精英的微博视频(1,697 likes)""]",2022-06-27T13:18:25+00:00,2022-06-27T13:18:25+00:00
腾讯新闻,Brand,CN,2,420,483,1673,0,210.0,241.5,836.5,1288.0,"[""4852341805942980|和平精英的微博视频(1,079 likes)"", ""4766154200978198|#和平精英玩家太强了#(594 likes)""]",2022-05-06T07:46:15+00:00,2022-12-30T03:45:00+00:00
龚琳娜,Artist,CN,4,416,592,1660,0,104.0,148.0,415.0,667.0,"[""4858853475486838|龚琳娜(767 likes)"", ""4858998552009088|#大吉大利和平年#(362 likes)"", ""4859321541725327|#和平精英新春会#(324 likes)""]",2023-01-17T03:00:04+00:00,2023-01-20T11:30:00+00:00
"甘肃省文化和旅游厅, 敦煌文旅集团",Other,CN,1,461,434,1642,0,461.0,434.0,1642.0,2537.0,"[""5251319518462266|和平精英的微博视频(1,642 likes)""]",2026-01-04T03:00:00+00:00,2026-01-04T03:00:00+00:00
斗鱼冒险之旅》今日启程,Other,CN,1,232,322,1591,0,232.0,322.0,1591.0,2145.0,"[""5235087559625084|#和平精英斗鱼冒险之旅#(1,591 likes)""]",2025-11-20T08:00:00+00:00,2025-11-20T08:00:00+00:00
"中国文物保护基金会, 北京市文物局, 腾讯公益",Other,CN,2,308,305,1572,0,154.0,152.5,786.0,1092.5,"[""4980343994059007|和平精英的微博视频(1,076 likes)"", ""4980333823135030|#和平精英#(496 likes)""]",2023-12-18T08:19:36+00:00,2023-12-18T09:00:01+00:00
Balenciaga,Brand,CN,2,123,265,1567,0,61.5,132.5,783.5,977.5,"[""4804857682202975|和平精英的微博视频(1,047 likes)"", ""4803468315858824|#巴黎世家定制PEL冠军队服#(520 likes)""]",2022-08-17T06:59:13+00:00,2022-08-21T03:00:04+00:00
锦鲤,IP,CN,1,412,427,1555,0,412.0,427.0,1555.0,2394.0,"[""5246668871832598|#和平精英新皮肤#(1,555 likes)""]",2025-12-22T07:00:00+00:00,2025-12-22T07:00:00+00:00
我可以47,Other,CN,4,659,863,1538,0,164.75,215.75,384.5,765.0,"[""4970891710302690|和平精英的微博视频(567 likes)"", ""4963334412568840|和平精英的微博视频(445 likes)"", ""4959250034197946|#强者集结合力进圈#(329 likes)""]",2023-10-21T04:00:09+00:00,2023-11-22T07:00:01+00:00
中国航天神舟传媒,Other,CN,3,427,432,1510,0,142.33,144.0,503.33,789.67,"[""4816106801860488|微博广告(891 likes)"", ""4785080508353591|#和平发布会全程高能#(418 likes)"", ""4815842595045843|#和平航天玩法#(201 likes)""]",2022-06-27T13:12:38+00:00,2022-09-21T04:00:03+00:00
法拉利,Brand,CN,3,560,306,1447,0,186.67,102.0,482.33,771.0,"[""5266275568714846|和平精英的微博视频(736 likes)"", ""5265905631105716|和平精英的微博视频(662 likes)"", ""5265558339325400|#和平精英新皮肤#(49 likes)""]",2026-02-12T10:00:00+00:00,2026-02-14T09:30:01+00:00
野兽派,Brand,CN,1,474,974,1423,0,474.0,974.0,1423.0,2871.0,"[""5192703278581967|抽奖详情(1,423 likes)""]",2025-07-26T09:00:00+00:00,2025-07-26T09:00:00+00:00
路特斯汽车,Brand,CN,2,129,362,1422,0,64.5,181.0,711.0,956.5,"[""4784944498609712|#和平精英路特斯#(920 likes)"", ""4787929979294064|#和平精英玩风了#(502 likes)""]",2022-06-27T04:12:11+00:00,2022-07-05T09:55:25+00:00
广州塔,Brand,CN,2,395,518,1390,0,197.5,259.0,695.0,1151.5,"[""4851590650926625|抽奖详情(1,215 likes)"", ""4849928058182389|和平精英的微博视频(175 likes)""]",2022-12-23T11:53:39+00:00,2022-12-28T02:00:12+00:00
零度极限,Movie,CN,1,425,257,1388,0,425.0,257.0,1388.0,2070.0,"[""4750945201687703|和平精英的微博视频(1,388 likes)""]",2022-03-25T08:31:07+00:00,2022-03-25T08:31:07+00:00
百炼成神,Other,CN,2,467,766,1376,0,233.5,383.0,688.0,1304.5,"[""5178857248000981|#和平精英百炼成神联动#(708 likes)"", ""5179219438210507|和平精英的微博视频(668 likes)""]",2025-06-18T04:00:49+00:00,2025-06-19T04:00:02+00:00
半天妖烤鱼,Brand,CN,1,372,550,1279,0,372.0,550.0,1279.0,2201.0,"[""5181846745778412|和平精英的微博视频(1,279 likes)""]",2025-06-26T10:00:01+00:00,2025-06-26T10:00:01+00:00
杭州亚运会,Other,CN,2,222,388,1278,0,111.0,194.0,639.0,944.0,"[""4875906067206741|#杭州亚运会倒计时200天#(798 likes)"", ""4876675332703142|#杭州亚运会倒计时200天#(480 likes)""]",2023-03-05T04:20:59+00:00,2023-03-07T07:17:46+00:00
小团团,Artist,CN,2,126,440,1261,0,63.0,220.0,630.5,913.5,"[""4816861780251051|#和平精英#(774 likes)"", ""4811803441238490|小团团正式入驻和平精英！“团”在营地，送好礼！ 9月9日-9月20日来《和平营地》关注小团团，并参与(487 likes)""]",2022-09-09T07:00:02+00:00,2022-09-23T06:00:04+00:00
EDC China,Brand,CN,3,351,373,1259,0,117.0,124.33,419.67,661.0,"[""4929564398846327|特种兵们，集合开蹦！ 和平精英携手EDC China @ElectricDaisyCarnival (572 likes)"", ""4931013941923636|你有一个「派对邀请」待接收！ 8月5日-6日晚8点-9点，和平精英×EDC China 「空投节ED(344 likes)"", ""4930258966682510|和平精英的微博视频(343 likes)""]",2023-07-31T06:00:01+00:00,2023-08-04T06:00:00+00:00
萌趣趣,IP,CN,2,506,533,1258,0,253.0,266.5,629.0,1148.5,"[""4868743635665725|抽奖详情(741 likes)"", ""4869015429977081|抽奖详情(517 likes)""]",2023-02-13T10:00:01+00:00,2023-02-14T04:00:03+00:00
"古子成, 解鑫豪",Artist,CN,1,93,107,1258,0,93.0,107.0,1258.0,1458.0,"[""5267717566235884|#想去你的2026#(1,258 likes)""]",2026-02-18T09:00:00+00:00,2026-02-18T09:00:00+00:00
杨迪,Artist,CN,2,196,234,1219,0,98.0,117.0,609.5,824.5,"[""4981461351926039|#和平精英新版本龙跃长城#正式上线！ @杨迪 出任新版本发起人，定向邀请15位人气主播，组建“保护长(737 likes)"", ""4981763340501677|#和平精英#(482 likes)""]",2023-12-21T11:00:00+00:00,2023-12-22T07:00:00+00:00
潮流品牌,Brand,CN,1,118,156,1153,0,118.0,156.0,1153.0,1427.0,"[""4796930443972970|和平精英的微博视频(1,153 likes)""]",2022-07-30T06:00:03+00:00,2022-07-30T06:00:03+00:00
AG战队,Other,CN,1,383,437,1151,0,383.0,437.0,1151.0,1971.0,"[""5244086857499351|#和平精英红色流星#(1,151 likes)""]",2025-12-15T04:00:00+00:00,2025-12-15T04:00:00+00:00
魏哲鸣,Artist,CN,2,304,408,1150,0,152.0,204.0,575.0,931.0,"[""4967237630823095|和平精英的微博视频(657 likes)"", ""4967989408172218|和平精英的微博视频(493 likes)""]",2023-11-12T05:00:01+00:00,2023-11-14T06:47:18+00:00
元气森林,Brand,CN,1,369,398,1144,0,369.0,398.0,1144.0,1911.0,"[""5183922927567252|和平精英的微博视频(1,144 likes)""]",2025-07-02T03:30:01+00:00,2025-07-02T03:30:01+00:00
流浪地球2,Movie,CN,1,104,72,1142,0,104.0,72.0,1142.0,1318.0,"[""5097310277600591|“我相信，我们的人，一定能完成任务，不论虚实，不计存亡” ！精英，请出列！一起去和平精英点燃行星发动(1,142 likes)""]",2024-11-05T03:22:16+00:00,2024-11-05T03:22:16+00:00
中国乒乓之绝地反击,Movie,CN,2,710,550,1134,0,355.0,275.0,567.0,1197.0,"[""4860001023164538|抽奖详情(736 likes)"", ""4858581679605273|和平精英的微博视频(398 likes)""]",2023-01-16T09:00:03+00:00,2023-01-20T07:00:00+00:00
神秘海域,Movie,CN,1,634,452,1123,0,634.0,452.0,1123.0,2209.0,"[""4750937454809499|和平精英的微博视频(1,123 likes)""]",2022-03-25T08:00:20+00:00,2022-03-25T08:00:20+00:00
小黄鸡,IP,CN,1,329,419,1116,0,329.0,419.0,1116.0,1864.0,"[""5251062828894951|和平精英的微博视频(1,116 likes)""]",2026-01-03T10:00:01+00:00,2026-01-03T10:00:01+00:00
"白荆回廊, 爆裂小队Squad-Busters, 白夜极光, 冲呀饼干人王国, 穿越火线, 创造吧我们的星球, 地下城与勇士手游, 地下城与勇士",Game,CN,1,30,321,1085,0,30.0,321.0,1085.0,1436.0,"[""5085013685831389|#鹅助假期实录#(1,085 likes)""]",2024-10-02T05:00:00+00:00,2024-10-02T05:00:00+00:00
圣斗士星矢,Anime,CN,3,741,963,1070,0,247.0,321.0,356.67,924.67,"[""5150953189414474|【超话】和平精英(381 likes)"", ""5150957000198817|和平精英的微博视频(351 likes)"", ""5151343247098676|#和平精英新皮肤#(338 likes)""]",2025-04-02T04:00:03+00:00,2025-04-03T05:50:00+00:00
潘家园,Other,CN,1,307,324,1049,0,307.0,324.0,1049.0,1680.0,"[""5253539141779851|#和平精英古墓迷途#(1,049 likes)""]",2026-01-10T06:00:00+00:00,2026-01-10T06:00:00+00:00
品客大叔Pringles,Brand,CN,1,195,407,1049,0,195.0,407.0,1049.0,1651.0,"[""4894730352070013|和平精英的微博视频(1,049 likes)""]",2023-04-26T03:01:58+00:00,2023-04-26T03:01:58+00:00
赏宝特种兵@听泉赏宝,Other,CN,1,304,313,1030,0,304.0,313.0,1030.0,1647.0,"[""5253323193581926|和平精英的微博视频(1,030 likes)""]",2026-01-09T15:41:53+00:00,2026-01-09T15:41:53+00:00
山城小栗旬的理发日记,Artist,CN,1,13,429,979,0,13.0,429.0,979.0,1421.0,"[""4802071872406424|和平精英的微博视频(979 likes)""]",2022-08-13T10:30:15+00:00,2022-08-13T10:30:15+00:00
杨丽萍舞团,Artist,CN,1,213,240,967,0,213.0,240.0,967.0,1420.0,"[""5160820696154685|#和平精英辉羽雀灵#(967 likes)""]",2025-04-29T09:30:00+00:00,2025-04-29T09:30:00+00:00
盒马,Brand,CN,2,258,305,964,0,129.0,152.5,482.0,763.5,"[""4773732625421016|#和平精英#(483 likes)"", ""4857499256358584|大吉大利，来盒马吃第一局鸡！ 和平精英携手新零售品牌盒马推出三款鸡肉主题美食联名产品——香酥烤鸡、春(481 likes)""]",2022-05-27T05:40:12+00:00,2023-01-13T09:18:53+00:00
银碳Gintan,Artist,CN,3,458,472,942,0,152.67,157.33,314.0,624.0,"[""4930719502045147|抽奖详情(384 likes)"", ""4930983742150067|#和平精英#(367 likes)"", ""4930727054936974|和平精英的微博视频(191 likes)""]",2023-08-03T10:30:00+00:00,2023-08-04T04:00:00+00:00
